file_name,MQ_Value,static,dynamic,class_names,class_terms,commits,contributors
0_s_1_d_7_cn_7_ct_5_com_0_con.mdg,1.4210797377913151,0,5,35,35,25,0
0_s_0_d_9_cn_5_ct_6_com_0_con.mdg,1.5066219930985874,0,0,45,25,30,0
0_s_5_d_8_cn_3_ct_4_com_0_con.mdg,1.6863488468642747,0,25,40,15,20,0
0_s_5_d_0_cn_2_ct_13_com_0_con.mdg,1.7334217532093978,0,25,0,10,65,0
0_s_3_d_15_cn_0_ct_2_com_0_con.mdg,2.026774114690528,0,15,75,0,10,0
0_s_6_d_6_cn_7_ct_1_com_0_con.mdg,1.4543256817545804,0,30,30,35,5,0
0_s_8_d_1_cn_11_ct_0_com_0_con.mdg,1.20010945921965,0,40,5,55,0,0
0_s_0_d_10_cn_6_ct_4_com_0_con.mdg,1.487435193027501,0,0,50,30,20,0
0_s_4_d_0_cn_5_ct_11_com_0_con.mdg,1.4620297928666854,0,20,0,25,55,0
0_s_3_d_4_cn_8_ct_5_com_0_con.mdg,1.2767107654217271,0,15,20,40,25,0
0_s_5_d_2_cn_2_ct_11_com_0_con.mdg,1.5763605151392017,0,25,10,10,55,0
0_s_16_d_0_cn_2_ct_2_com_0_con.mdg,1.888468071703353,0,80,0,10,10,0
0_s_9_d_6_cn_4_ct_1_com_0_con.mdg,1.7132100125039609,0,45,30,20,5,0
0_s_0_d_3_cn_9_ct_8_com_0_con.mdg,1.3027623558351908,0,0,15,45,40,0
0_s_13_d_4_cn_0_ct_3_com_0_con.mdg,2.31634206658434,0,65,20,0,15,0
0_s_11_d_1_cn_2_ct_6_com_0_con.mdg,1.8483901717821931,0,55,5,10,30,0
0_s_7_d_1_cn_7_ct_5_com_0_con.mdg,1.288058740114833,0,35,5,35,25,0
0_s_7_d_4_cn_3_ct_6_com_0_con.mdg,1.6761274506960766,0,35,20,15,30,0
0_s_7_d_1_cn_11_ct_1_com_0_con.mdg,1.2701635304821814,0,35,5,55,5,0
0_s_0_d_9_cn_2_ct_9_com_0_con.mdg,1.642683870722344,0,0,45,10,45,0
0_s_10_d_6_cn_2_ct_2_com_0_con.mdg,1.9176686402024146,0,50,30,10,10,0
0_s_11_d_8_cn_0_ct_1_com_0_con.mdg,2.351231730387636,0,55,40,0,5,0
0_s_9_d_3_cn_3_ct_5_com_0_con.mdg,1.714828998129095,0,45,15,15,25,0
0_s_5_d_2_cn_8_ct_5_com_0_con.mdg,1.279794225204667,0,25,10,40,25,0
0_s_2_d_10_cn_0_ct_8_com_0_con.mdg,1.6882148045595327,0,10,50,0,40,0
0_s_2_d_0_cn_0_ct_18_com_0_con.mdg,1.8878036748524614,0,10,0,0,90,0
0_s_6_d_12_cn_0_ct_2_com_0_con.mdg,2.1035747596101877,0,30,60,0,10,0
0_s_2_d_15_cn_0_ct_3_com_0_con.mdg,1.9613504049732833,0,10,75,0,15,0
0_s_10_d_3_cn_6_ct_1_com_0_con.mdg,1.5481402048411426,0,50,15,30,5,0
0_s_5_d_0_cn_5_ct_10_com_0_con.mdg,1.4968528141069581,0,25,0,25,50,0
0_s_15_d_2_cn_0_ct_3_com_0_con.mdg,2.131072169092416,0,75,10,0,15,0
0_s_4_d_5_cn_4_ct_7_com_0_con.mdg,1.5635808970384004,0,20,25,20,35,0
0_s_0_d_5_cn_2_ct_13_com_0_con.mdg,1.6356129199797695,0,0,25,10,65,0
